age,workclass,education,educational_num,marital_status,occupation,relationship,hours_per_week,native_country,income
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
90,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,40,United-States,<=50K
28,Private,HS-grad,9,Divorced,Sales,Own-child,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,42,United-States,>50K
45,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,Germany,>50K
17,?,10th,6,Never-married,?,Own-child,8,United-States,<=50K
49,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
27,Private,Bachelors,13,Never-married,Tech-support,Own-child,50,United-States,<=50K
60,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,40,Columbia,<=50K
53,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,50,United-States,>50K
19,Private,Some-college,10,Never-married,Sales,Not-in-family,40,United-States,<=50K
28,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Not-in-family,40,United-States,<=50K
22,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,20,United-States,<=50K
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,60,United-States,<=50K
76,?,10th,6,Married-civ-spouse,?,Husband,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,25,United-States,<=50K
28,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Other-relative,40,United-States,<=50K
58,Private,Some-college,10,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
19,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,25,United-States,<=50K
37,?,HS-grad,9,Divorced,?,Not-in-family,42,?,<=50K
22,Private,Some-college,10,Never-married,Craft-repair,Own-child,40,United-States,<=50K
52,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
31,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,50,United-States,<=50K
50,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
62,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,40,United-States,<=50K
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,50,United-States,<=50K
64,State-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,24,United-States,<=50K
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,80,United-States,>50K
28,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,40,United-States,<=50K
19,Private,HS-grad,9,Never-married,Other-service,Own-child,52,United-States,<=50K
39,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,10,United-States,<=50K
50,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
39,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,40,United-States,>50K
36,Private,Bachelors,13,Never-married,Tech-support,Own-child,40,United-States,<=50K
39,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,49,United-States,<=50K
51,Self-emp-inc,Assoc-acdm,12,Never-married,Sales,Not-in-family,25,United-States,<=50K
28,Private,HS-grad,9,Never-married,Other-service,Own-child,32,United-States,<=50K
57,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,30,United-States,>50K
40,Local-gov,Prof-school,15,Separated,Prof-specialty,Own-child,40,United-States,<=50K
27,Private,Some-college,10,Divorced,Sales,Unmarried,40,Peru,<=50K
32,Private,Some-college,10,Never-married,Sales,Own-child,60,United-States,<=50K
49,State-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,44,United-States,<=50K
34,Self-emp-not-inc,10th,6,Never-married,Other-service,Own-child,40,United-States,<=50K
24,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,40,United-States,<=50K
54,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,40,Guatemala,<=50K
52,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,45,United-States,<=50K
43,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,25,United-States,<=50K
84,?,5th-6th,3,Widowed,?,Not-in-family,15,United-States,<=50K
79,?,Assoc-acdm,12,Married-civ-spouse,?,Wife,2,United-States,>50K
35,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,46,United-States,<=50K
56,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,30,United-States,<=50K
30,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,40,United-States,<=50K
54,Private,HS-grad,9,Widowed,Other-service,Unmarried,40,United-States,<=50K
35,Private,Bachelors,13,Never-married,Sales,Not-in-family,50,United-States,<=50K
32,Private,Some-college,10,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,60,United-States,>50K
32,Private,HS-grad,9,Married-AF-spouse,Other-service,Other-relative,10,United-States,<=50K
60,Private,12th,8,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
40,Private,Some-college,10,Divorced,Other-service,Not-in-family,45,United-States,<=50K
50,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
58,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,50,United-States,>50K
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,45,United-States,>50K
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,40,United-States,>50K
53,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,35,United-States,<=50K
71,?,Some-college,10,Married-civ-spouse,?,Husband,40,United-States,>50K
17,?,9th,5,Never-married,?,Own-child,25,Mexico,<=50K
45,Private,HS-grad,9,Divorced,Sales,Not-in-family,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,30,United-States,<=50K
25,Private,Some-college,10,Married-civ-spouse,Sales,Husband,50,United-States,<=50K
40,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,35,United-States,>50K
28,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,60,United-States,<=50K
27,Private,12th,8,Never-married,Transport-moving,Not-in-family,40,United-States,<=50K
19,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,15,United-States,<=50K
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,25,United-States,<=50K
38,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,40,United-States,<=50K
24,State-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
18,Private,11th,7,Never-married,Other-service,Own-child,7,United-States,<=50K
58,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,40,United-States,<=50K
35,Private,Masters,14,Never-married,Prof-specialty,Own-child,44,United-States,>50K
43,Private,9th,5,Never-married,Machine-op-inspct,Not-in-family,20,United-States,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,35,United-States,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,40,Mexico,<=50K
63,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,40,United-States,<=50K
40,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,40,Mexico,<=50K
21,Private,Bachelors,13,Never-married,Other-service,Other-relative,20,United-States,<=50K
20,State-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,40,United-States,>50K
49,?,Some-college,10,Married-civ-spouse,?,Husband,20,United-States,>50K
47,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
48,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,36,United-States,<=50K
61,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
23,?,Assoc-acdm,12,Married-civ-spouse,?,Husband,40,El-Salvador,<=50K
35,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
46,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,20,United-States,<=50K
18,Private,12th,8,Never-married,Other-service,Own-child,25,United-States,<=50K
28,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,50,United-States,>50K
62,?,Bachelors,13,Married-civ-spouse,?,Husband,4,United-States,<=50K
20,Private,HS-grad,9,Never-married,Other-service,Own-child,20,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
56,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
30,Private,Some-college,10,Never-married,Craft-repair,Other-relative,55,Ecuador,<=50K
53,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,57,United-States,<=50K
25,Private,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,40,Guatemala,<=50K
44,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,38,United-States,<=50K
22,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,28,United-States,<=50K
40,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
25,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,40,?,<=50K
30,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,40,Mexico,<=50K
51,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,38,United-States,<=50K
17,Private,11th,7,Never-married,Priv-house-serv,Own-child,24,United-States,<=50K
46,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,40,United-States,>50K
50,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,40,United-States,>50K
34,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,50,United-States,<=50K
42,?,Masters,14,Married-civ-spouse,?,Husband,50,United-States,<=50K
41,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
32,Private,Bachelors,13,Never-married,Other-service,Unmarried,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
47,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,70,United-States,<=50K
50,Private,Some-college,10,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
77,Private,7th-8th,4,Widowed,Priv-house-serv,Unmarried,23,United-States,<=50K
33,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,40,United-States,<=50K
47,Self-emp-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,48,United-States,<=50K
64,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,50,United-States,<=50K
34,Local-gov,HS-grad,9,Never-married,Prof-specialty,Unmarried,35,United-States,<=50K
67,Local-gov,Masters,14,Never-married,Exec-managerial,Other-relative,72,United-States,>50K
37,Local-gov,HS-grad,9,Never-married,Other-service,Not-in-family,40,United-States,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
22,?,Some-college,10,Never-married,?,Own-child,29,United-States,<=50K
50,Self-emp-not-inc,Doctorate,16,Divorced,Sales,Not-in-family,64,United-States,<=50K
60,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,45,United-States,>50K
46,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,43,United-States,<=50K
44,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
43,Private,HS-grad,9,Married-civ-spouse,Sales,Other-relative,44,Poland,<=50K
48,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,40,El-Salvador,>50K
36,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,40,Nicaragua,<=50K
48,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,43,United-States,<=50K
37,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
51,Private,Masters,14,Married-civ-spouse,Sales,Husband,40,United-States,>50K
52,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,45,United-States,>50K
27,Private,5th-6th,3,Never-married,Sales,Own-child,20,Vietnam,<=50K
43,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
23,Private,HS-grad,9,Never-married,Other-service,Own-child,25,United-States,<=50K
66,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,40,Yugoslavia,>50K
37,Self-emp-not-inc,10th,6,Married-civ-spouse,Other-service,Wife,40,United-States,<=50K
35,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
42,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
49,Private,10th,6,Never-married,Other-service,Unmarried,38,Peru,<=50K
51,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,40,United-States,>50K
71,Federal-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,9,United-States,<=50K
50,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,40,United-States,>50K
63,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,40,United-States,<=50K
41,State-gov,Masters,14,Never-married,Prof-specialty,Own-child,35,United-States,<=50K
24,State-gov,Some-college,10,Never-married,Machine-op-inspct,Own-child,40,United-States,<=50K
41,Local-gov,Some-college,10,Divorced,Other-service,Unmarried,45,United-States,<=50K
33,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
42,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Sales,Own-child,40,United-States,<=50K
49,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,38,United-States,<=50K
28,Self-emp-not-inc,12th,8,Married-civ-spouse,Craft-repair,Not-in-family,40,United-States,<=50K
31,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,56,Mexico,<=50K
28,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,35,United-States,<=50K
37,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,25,United-States,<=50K
19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,40,United-States,<=50K
51,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,26,United-States,<=50K
25,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,41,United-States,<=50K
49,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,50,United-States,<=50K
47,Private,HS-grad,9,Divorced,Sales,Unmarried,45,United-States,<=50K
48,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,40,United-States,<=50K
41,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,40,United-States,<=50K
32,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
26,?,HS-grad,9,Never-married,?,Unmarried,16,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,<=50K
17,Private,10th,6,Never-married,Sales,Own-child,20,United-States,<=50K
34,Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,43,United-States,<=50K
44,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,30,United-States,<=50K
23,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,20,United-States,<=50K
35,Private,Some-college,10,Never-married,Prof-specialty,Unmarried,20,United-States,<=50K
30,Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,40,United-States,<=50K
65,?,Some-college,10,Married-civ-spouse,?,Husband,20,United-States,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,45,Jamaica,<=50K
34,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
39,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
28,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
53,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,70,United-States,>50K
34,Private,11th,7,Never-married,Transport-moving,Unmarried,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,40,United-States,<=50K
53,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,45,United-States,<=50K
54,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Not-in-family,50,United-States,>50K
32,Private,Some-college,10,Divorced,Sales,Unmarried,40,United-States,<=50K
39,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,35,United-States,<=50K
39,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,40,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,40,Germany,<=50K
29,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,40,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,42,United-States,>50K
20,?,Some-college,10,Never-married,?,Own-child,15,United-States,<=50K
39,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
45,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,40,United-States,<=50K
36,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
71,?,Assoc-voc,11,Widowed,?,Not-in-family,40,United-States,<=50K
62,?,HS-grad,9,Married-civ-spouse,?,Husband,40,United-States,<=50K
43,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,20,Mexico,<=50K
31,Private,HS-grad,9,Never-married,Sales,Unmarried,58,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,60,United-States,>50K
32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,32,United-States,>50K
45,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,50,United-States,<=50K
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,48,United-States,>50K
32,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
43,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,60,United-States,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,27,United-States,<=50K
66,Self-emp-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
46,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,40,United-States,<=50K
41,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,40,United-States,>50K
63,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,40,?,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,>50K
35,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
28,Private,9th,5,Never-married,Craft-repair,Not-in-family,50,?,>50K
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,55,United-States,>50K
63,?,HS-grad,9,Married-civ-spouse,?,Husband,20,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,42,United-States,>50K
30,Self-emp-not-inc,Assoc-voc,11,Never-married,Craft-repair,Own-child,60,United-States,<=50K
36,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,60,United-States,>50K
54,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,40,United-States,>50K
36,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,50,United-States,>50K
78,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
77,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
28,Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,40,Philippines,<=50K
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,72,United-States,>50K
37,Private,Bachelors,13,Separated,Tech-support,Not-in-family,40,Philippines,<=50K
34,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,45,United-States,>50K
22,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,35,United-States,<=50K
54,Private,Bachelors,13,Never-married,Other-service,Not-in-family,50,United-States,<=50K
21,Private,Some-college,10,Never-married,Sales,Own-child,20,United-States,<=50K
36,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
62,Self-emp-not-inc,HS-grad,9,Widowed,Adm-clerical,Other-relative,30,United-States,<=50K
40,Private,Some-college,10,Married-civ-spouse,Sales,Husband,40,United-States,>50K
47,Self-emp-not-inc,Some-college,10,Divorced,Prof-specialty,Unmarried,40,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,70,United-States,>50K
28,Private,5th-6th,3,Never-married,Craft-repair,Not-in-family,40,Columbia,<=50K
46,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,40,United-States,<=50K
22,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,35,United-States,<=50K
37,Private,HS-grad,9,Divorced,Sales,Unmarried,25,Canada,<=50K
69,Private,10th,6,Separated,Machine-op-inspct,Not-in-family,28,Peru,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
53,Private,Bachelors,13,Never-married,Other-service,Not-in-family,21,Japan,>50K
20,Private,HS-grad,9,Never-married,Sales,Own-child,35,United-States,<=50K
22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,50,United-States,<=50K
48,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,44,United-States,<=50K
40,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
68,?,Some-college,10,Married-civ-spouse,?,Husband,20,United-States,<=50K
39,Private,Some-college,10,Divorced,Other-service,Not-in-family,55,United-States,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,40,Trinadad&Tobago,>50K
23,Private,10th,6,Never-married,Other-service,Unmarried,60,Mexico,<=50K
25,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,38,United-States,>50K
22,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,40,United-States,<=50K
23,Private,12th,8,Never-married,Priv-house-serv,Own-child,30,United-States,<=50K
41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,45,United-States,>50K
25,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,25,United-States,<=50K
58,Private,Some-college,10,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
33,Private,HS-grad,9,Divorced,Sales,Not-in-family,45,Japan,<=50K
28,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,48,United-States,<=50K
19,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,25,United-States,<=50K
44,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,40,United-States,<=50K
68,Private,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,10,United-States,<=50K
33,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
24,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,40,United-States,<=50K
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,50,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
31,Private,HS-grad,9,Separated,Craft-repair,Unmarried,40,Mexico,<=50K
29,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,40,United-States,<=50K
65,Private,9th,5,Widowed,Sales,Not-in-family,40,United-States,<=50K
55,Private,HS-grad,9,Widowed,Adm-clerical,Other-relative,40,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,40,United-States,<=50K
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,40,United-States,<=50K
41,Private,HS-grad,9,Divorced,Sales,Not-in-family,30,United-States,<=50K
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,50,United-States,>50K
22,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
66,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,4,United-States,<=50K
38,Private,Some-college,10,Divorced,Sales,Not-in-family,60,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,42,United-States,>50K
40,Local-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,40,Mexico,<=50K
32,Private,Some-college,10,Married-civ-spouse,Sales,Husband,40,United-States,>50K
30,Private,HS-grad,9,Never-married,Sales,Unmarried,35,Mexico,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
41,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
33,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,60,United-States,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,55,United-States,>50K
33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,60,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,60,United-States,>50K
27,Private,Bachelors,13,Never-married,Sales,Not-in-family,45,United-States,<=50K
22,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,15,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,36,United-States,<=50K
64,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,21,United-States,<=50K
48,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,45,United-States,<=50K
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
26,Private,Some-college,10,Never-married,Sales,Unmarried,40,?,<=50K
35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,40,United-States,>50K
65,Self-emp-not-inc,Some-college,10,Widowed,Exec-managerial,Unmarried,45,United-States,<=50K
53,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,40,United-States,<=50K
18,Private,5th-6th,3,Never-married,Other-service,Other-relative,54,Mexico,<=50K
34,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,55,United-States,>50K
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,40,Guatemala,<=50K
